word	sound
Comoros	ˈkɒmərəʊz
Rajiv	rɑːˈdʒiːv
Proteus	ˈprəʊtjuːs
embark	ɪmˈbɑːk
mommy	ˈmɑːmɪ
reiterating	riːˈɪtəreɪtɪŋ
indisputably	ˌɪndɪˈspjuːtəblɪ
stanzas	ˈstænzəz
Correctional	kəˈrekʃ(ə)nəl
Malaysians	məˈleɪzɪənz
Kiki	ˈkiːkɪ
Embrace	ɪmˈbreɪs
Validation	ˈvælɪdeɪʃ(ə)n
tony	ˈtəʊnɪ
Camacho	kəˈmɑːtʃəʊ
draught	drɑːft
Consistency	kənˈsɪst(ə)nsɪ
Torpedo	tɔːˈpiːdəʊ
eulogy	ˈjuːlədʒɪ
Meghan	ˈmeɡən
nano	ˈnɑːnəʊ
geneticists	dʒɪˈnetɪsɪsts
Lovett	ˈləˌvɪt
Topshop	ˈtɒpʃɒp
SEALs	siːlz
clog	klɒɡ
indemnity	ɪnˈdemnɪtɪ
deregulated	ˌdiːˈreɡjʊleɪtɪd
hatchery	ˈhætʃ(ə)rɪ
Hygiene	ˈhaɪdʒiːn
Breakers	ˈbreɪkəz
leeches	ˈliːtʃɪz
tunic	ˈtjuːnɪk
hilariously	hɪˈleərɪəslɪ
CITES	saɪts
Pistol	ˈpɪst(ə)l
undivided	ˌʌndɪˈvaɪdɪd
hyperinflation	ˌhaɪpərɪnˈfleɪʃ(ə)n
springtime	ˈsprɪŋtaɪm
Fatuorum	fəˈtɔːrəm
Boxes	ˈbɒksɪz
hallowed	ˈhæləʊd
Asad	ˈæsəd
Robeson	ˈrɒbəsən
Gunners	ˈɡʌnəz
astray	əˈstreɪ
prix	priː
molluscs	ˈmɒləsks
plums	plʌmz
sportsmanship	ˈspɔːtsmənʃɪp
amputated	ˈæmpjʊteɪtɪd
bodywork	ˈbɒdɪwɜːk
Burg	bɜːɡ
photocopying	ˈfəʊtəʊkɒpɪɪŋ
Channing	ˈtʃænɪŋ
skateboard	ˈskeɪtbɔːd
Drayton	ˈdreɪt(ə)n
permutation	ˌpɜːmjuːˈteɪʃ(ə)n
befriends	bɪˈfrendz
upstate	ˈəpˈsteɪt
sapiens	ˈseɪpɪənz
troughs	trɒfs
Vanilla	vəˈnɪlə
Rooster	ˈruːstə
parapet	ˈpærəpɪt
inhaling	ɪnˈheɪlɪŋ
immobile	ɪˈməʊbaɪl
hobbyists	ˈhɒbɪɪsts
ck	k
sacrament	ˈsækrəmənt
aggregator	ˈæɡrɪɡeɪtə
rationalize	ˈræʃ(ə)nəlaɪz
Hogarth	ˈhɒˌɡɑːθ
Cong	tʃʊŋ
Controlling	kənˈtrəʊlɪŋ
Capitalist	ˈkæpɪt(ə)lɪst
inequity	ɪnˈekwɪtɪ
undergrad	ˈəndəˌɡræd
dvd	ˌdɪvɪˈdiː
gif	ɡiːf
attendances	əˈtendənsɪz
mercredi	ˈmɜːkredɪ
watercolors	ˈwɒtəˌkələz
RSVP	ˌɑːˌresˌviːˈpiː
sprinters	ˈsprɪntəz
exacerbating	ɪɡˈzæsəbeɪtɪŋ
france	frɑːns
watchdogs	ˈwɒtʃdɒɡz
Ensure	ɪnˈʃʊə
hooligans	ˈhuːlɪɡənz
Carousel	ˌkærəˈsel
feuding	ˈfjuːdɪŋ
leaky	ˈliːkɪ
overlying	ˌəʊvəˈlaɪɪŋ
Ricciardo	rɪˈtʃɑːdəʊ
interminable	ɪnˈtɜːmɪnəb(ə)l
speechless	ˈspiːtʃlɪs
Pomeroy	ˈpɑːməˈrɔɪ
situ	ˈsɪtjuː
Royalist	ˈrɔɪəlɪst
Wests	wɪsts
replicates	ˈreplɪkeɪts
disfigured	dɪsˈfɪɡəd
Gatorade	ˈɡætəˌreɪd
phraseology	ˌfreɪzɪˈɒlədʒɪ
TEAM	tiːm
irrationality	ɪˌræʃ(ə)ˈnælətɪ
Beltway	ˈbelˌtweɪ
Became	bɪˈkeɪm
Casual	ˈkæʒʊəl
Hoary	ˈhɔːrɪ
arouse	əˈraʊz
Roi	rɔɪ
Ara	ˈærə
Sit	sɪt
motels	məʊˈtelz
Marques	mɑːks
IFA	ˈiːfə
subordinated	səˈbɔːdɪneɪtɪd
Ozone	ˈəʊzəʊn
irrevocable	ɪˈrevəkəb(ə)l
widens	ˈwaɪd(ə)nz
Shocking	ˈʃɒkɪŋ
Potentially	pəˈtenʃəlɪ
genteel	dʒenˈtiːl
capitalizing	ˈkæpɪtəlaɪzɪŋ
Crying	ˈkraɪɪŋ
Queenslanders	ˈkwiːnzləndəz
jeudi	ˈdʒuːdɪ
offensives	əˈfensɪvz
maimed	meɪmd
opioid	ˈəʊpɪɔɪd
Tripura	trɪˈpʊərə
Exceptional	ɪkˈsepʃ(ə)nəl
Shivaji	ˈʃiːvədʒɪ
Filip	ˈfɪˌlɪp
Gopal	ˈɡəp(ə)l
Empowerment	ɪmˈpaʊəmənt
Yaya	ˈɪæɪæ
precocious	prɪˈkəʊʃəs
acrimonious	ˌækrɪˈməʊnɪəs
nongovernmental	nɑːnˌɡəvənˈmentəl
Igbo	ˈɪɡbəʊ
retaliate	rɪˈtælɪeɪt
medallion	mɪˈdælɪən
Moonriddengirl	ˈmuːnraɪdəŋɜːl
lumbering	ˈlʌmb(ə)rɪŋ
Lonnie	ˈlɒnɪ
condoned	kənˈdəʊnd
bloodbath	ˈblʌdbɑːθ
Saraswati	ˈserəswɑːtɪ
Tarc	tɑːk
pissing	ˈpɪsɪŋ
Idle	ˈaɪd(ə)l
glyphosate	ˈɡlɪfɒzɪt
detonate	ˈdet(ə)neɪt
Viral	ˈvaɪər(ə)l
scammers	ˈskæməz
Dolby	ˈdɒlbɪ
Lacking	ˈlækɪŋ
Acadia	əˈkeɪdɪə
Centuries	ˈsentʃərɪz
Venerable	ˈvenərəb(ə)l
peering	ˈpɪərɪŋ
foundered	ˈfaʊndəd
Snowman	ˈsnəʊmæn
alarmingly	əˈlɑːmɪŋlɪ
Mg	ˈmɪlɪɡræmz
unquestioned	ʌnˈkwestʃ(ə)nd
unpredictability	ˌʌnprɪˌdɪktəˈbɪlɪtɪ
Samara	ˈsæmərə
unenforceable	ˌənenˈfɔːsəbəl
Dirac	dɪˈræk
preconceptions	ˌpriːkənˈsepʃ(ə)nz
Shanxi	ˈʃæŋksɪ
spotlights	ˈspɒtlaɪts
chatty	ˈtʃætɪ
Busby	ˈbʌzbɪ
Woolley	ˈwʊlɪ
CDF	kdf
Natchez	ˈnæˌtʃez
NEAT	niːt
nirvana	nɪəˈvɑːnə
retelling	ˌriːˈtelɪŋ
dour	dʊə
Berkley	ˈbɜːklɪ
junkie	ˈdʒʌŋkɪ
Judson	ˈdʒədsən
scrubbed	skrʌbd
suspends	səˈspendz
wafers	ˈweɪfəz
Huon	ˈhuːɒn
Cornwallis	kɔːˈnwɒləs
congrats	kəŋˈɡræts
comically	ˈkɒmɪk(ə)lɪ
abstained	əbˈsteɪnd
Spectacular	spekˈtækjʊlə
regalia	rɪˈɡeɪlɪə
Octavian	ɑːkˈteɪvɪən
EDI	ˈiːdɪ
laureates	ˈlɒrɪəts
Tia	ˈtiːə
Blackout	ˈblækaʊt
frowned	fraʊnd
durations	djʊˈreɪʃ(ə)nz
reinventing	ˌriːɪnˈventɪŋ
Mariam	ˈmerɪæm
fabled	ˈfeɪb(ə)ld
Cruel	krʊəl
restorative	rɪˈstɔːrətɪv
reaping	ˈriːpɪŋ
Gall	ɡɔːl
starboard	ˈstɑːbəd
sich	sɪh
TSP	ˈtiːˌspuːn
artical	ˈɑːtɪk(ə)l
deleterious	ˌdelɪˈtɪərɪəs
Heating	ˈhiːtɪŋ
eyeglasses	ˈaɪɡlɑːsɪz
Neighborhoods	ˈneɪbəˌhʊdz
colliding	kəˈlaɪdɪŋ
Dealers	ˈdiːləz
resorted	rɪˈzɔːtɪd
Upland	ˈʌplənd
Vogt	vɒt
Accountants	əˈkaʊntənts
Payroll	ˈpeɪrəʊl
Demolition	ˌdeməˈlɪʃ(ə)n
Nigella	ˌnaɪˈdʒelə
Misrata	ˌmɪsˈrɑːtə
Barangay	bəˈrɒŋe
Modelling	ˈmɒd(ə)lɪŋ
Foxx	fɑːks
prewar	prɪˈwɔː
Haymarket	ˈheɪˌmɑːket
interlude	ˈɪntəluːd
SMTP	smtp
airbase	ˈeəbeɪs
mismatched	ˈmɪsmætʃt
petulant	ˈpetjʊlənt
saintly	ˈseɪntlɪ
Sollecito	ˈsɑːləkɪtəʊ
HAD	hæd
socialized	ˈsəʊʃəlaɪzd
schoolgirls	ˈskuːlɡɜːlz
bled	bled
bling	ˈb(ə)lɪŋ
fatwa	ˈfætwɑː
lactose	ˈlæktəʊs
Dari	ˈdɑːrɪ
Skill	skɪl
edicts	ˈiːdɪkts
Apology	əˈpɒlədʒɪ
Crap	kræp
Moi	mwɑː
vertigo	ˈvɜːtɪɡəʊ
odyssey	ˈɒdɪsɪ
bombshell	ˈbɒmʃel
tidbits	ˈtɪdbɪts
Blackbird	ˈblækbɜːd
Mourning	ˈmɔːnɪŋ
Kompany	ˈkəmpənɪ
layup	ˈlaɪjuːp
Resolute	ˈrezəluːt
Quarterback	ˈkwɔːtəbæk
Holocene	ˈhɒləsiːn
Montessori	ˌmɑːntəˈsɔːrɪ
aa	ˌeɪˈeɪ
affectionately	əˈfekʃənətlɪ
fatigued	fəˈtiːɡd
sabotaged	ˈsæbətɑːʒd
USP	ʌsp
Inquirer	ɪnˈkwaɪərə
apologizes	əˈpɒlədʒaɪzɪz
Musik	ˈmuːsɪk
Philippa	ˈfɪlɪpə
Palladium	pəˈleɪdɪəm
landlocked	ˈlændlɒkt
Avid	ˈævɪd
Oy	ɔɪ
hater	ˈheɪtə
barricade	ˌbærɪˈkeɪd
reinvention	rɪˌɪnˈvenʃən
refractory	rɪˈfrækt(ə)rɪ
tosh	tɒʃ
Vortex	ˈvɔːteks
Nikkimaria	ˌnɪkɪˈmɑːrɪə
mannerisms	ˈmænərɪzəmz
bestow	bɪˈstəʊ
Macro	ˈmækrəʊ
CGT	kɡt
theorized	ˈθɪəraɪzd
PDP	pdp
Mutiny	ˈmjuːtɪnɪ
lacklustre	ˈlæklʌstə
polyethylene	ˌpɒlɪˈeθəliːn
Amr	æmr
picnics	ˈpɪknɪks
Colgate	ˈkɒlɡeɪt
Goma	ˈɡɒmə
photojournalist	ˌfɒtɒˈdʒɜːnələst
Translations	trænsˈleɪʃ(ə)nz
Kept	kept
embodying	ɪmˈbɒdɪɪŋ
Reasoning	ˈriːzənɪŋ
buffoon	bəˈfuːn
Daniele	dæˈnjel
HVAC	væk
lute	luːt
suspecting	səˈspektɪŋ
Bandit	ˈbændɪt
Coachella	ˌkəʊˈtʃelə
BJAODN	ˈbaʊd(ə)n
Redfern	ˈredˌfən
Donnell	ˈdɑːnəl
vehement	ˈviːəmənt
Highlander	ˈhaɪləndə
Henrique	ɑːnˈriːk
Joseon	ʒəˈsiːən
Pooh	puː
francophone	ˈfræŋkəfəʊn
Brom	brɑːm
Contacts	ˈkɒntækts
nt	ˌenˈtiː
spiralling	ˈspaɪərəlɪŋ
Cornwell	ˈkɔːˌnwel
igniting	ɪɡˈnaɪtɪŋ
PACE	peɪs
WRC	wrk
Dalek	ˈdɑːlɪk
Strengthening	ˈstreŋθ(ə)nɪŋ
Witchcraft	ˈwɪtʃkrɑːft
Shooter	ˈʃuːtə
Renata	rəˈnɑːtə
contemptuous	kənˈtemptʃʊəs
Hosting	ˈhəʊstɪŋ
Liver	ˈlɪvə
ATLANTA	ætˈlæntə
Kimura	kɪˈmʊrə
Sourcing	ˈsɔːsɪŋ
Chic	ʃiːk
Restructuring	ˌriːˈstrʌktʃərɪŋ
mobsters	ˈmɒbstəz
flippant	ˈflɪp(ə)nt
Zambian	ˈzæmbɪən
PricewaterhouseCoopers	ˌpraɪswætəhaɪsəˈkuːpəz
breakers	ˈbreɪkəz
Bridger	ˈbrɪdʒə
Bader	ˈbɑːdə
Councilman	ˈkaʊns(ə)lmən
stymied	ˈstaɪmɪd
Baez	bɑːˈjez
mpg	ˌemˌpiːˈdʒiː
seedling	ˈsiːd(ə)lɪŋ
Antichrist	ˈæntɪkraɪst
imaged	ˈɪmɪdʒd
Olympiacos	ɒˌlɪmpɑːˈjɑːkɒs
Hwy	hwɪ
smuggler	ˈsmʌɡlə
aeronautical	ˌeərəʊˈnɔːtɪk(ə)l
Steady	ˈstedɪ
untapped	ʌnˈtæpt
fates	feɪts
Oshkosh	ˈɒʃˌkɒʃ
Mahesh	məˈheʃ
humanists	ˈhjuːmənɪsts
Casimir	ˈkæsəˌmɪə
polymerization	pəˌlɪməraɪˈzeɪʃ(ə)n
eb	eb
eigenvalues	ˈaɪɡ(ə)nˌvæljuːz
Jmabel	dʒməˈbel
supremacist	suːˈpreməsɪst
terraced	ˈterəst
Parc	pɑːk
Hoare	hɔː
Comets	ˈkɒmɪts
Dionysus	ˌdaɪəˈnaɪsəs
gale	ɡeɪl
POWER	ˈpaʊə
Bluegrass	ˈbluːˌɡræs
mens	menz
Curling	ˈkɜːlɪŋ
hagiography	ˌhæɡɪˈɒɡrəfɪ
desysopping	diːˌsɪˈsɒpɪŋ
Cheika	ˈtʃaɪkə
CTS	kts
Deception	dɪˈsepʃ(ə)n
lair	leə
Cant	kænt
setups	ˈsetəps
Paltrow	ˈpɔːltrəʊ
giveaways	ˈɡɪvəweɪz
Daylight	ˈdeɪlaɪt
assemblages	əˈsemblɪdʒɪz
Smallville	ˈsmɒlˌvɪl
Jclemens	ˈdʒklemənz
unnerving	ˌʌnˈnɜːvɪŋ
addendum	əˈdendəm
Dhoni	ˈdəʊnɪ
Deployment	dɪˈplɔɪmənt
Gambit	ˈɡæmbɪt
Cookbook	ˈkʊkbʊk
climatology	ˌklaɪməˈtɒlədʒɪ
reclassified	rɪˈklæsəˌfaɪd
keypad	ˈkiːpæd
benzodiazepines	ˌbenzɒdɪəzɪˈpaɪnz
playboy	ˈpleɪbɔɪ
Starts	stɑːts
USE	juːs
personas	ˈpɜːsəʊnəs
tortoises	ˈtɔːtəsɪz
SOURCES	ˈsɔːsɪz
briefcase	ˈbriːfkeɪs
outlier	ˈaʊtlaɪə
Khloe	ˈkhləʊɪ
expendable	ɪkˈspendəb(ə)l
reuniting	ˌriːjuːˈnaɪtɪŋ
Leona	ˈliːəʊnə
Moyer	ˈmɔɪə
Scholarly	ˈskɒləlɪ
chipping	ˈtʃɪpɪŋ
exquisitely	ɪkˈskwɪzɪtlɪ
Soprano	səˈprɑːnəʊ
dropouts	ˈdrɒpaʊts
elm	elm
consults	kənˈsʌlts
snappy	ˈsnæpɪ
Vigo	ˈviːɡəʊ
exclamation	ˌekskləˈmeɪʃ(ə)n
Deen	diːn
uplands	ˈʌpləndz
Practitioners	prækˈtɪʃənəz
Peaceful	ˈpiːsfəl
Tamaulipas	ˈtɑːmɔːlɪpəs
Dun	dʌn
exterminated	ɪkˈstɜːmɪneɪtɪd
Pregnant	ˈpreɡnənt
truckers	ˈtrəkəz
FSC	fsk
Verdun	ˈvɜːdən
SXSW	skssw
OO	uː
Baloch	ˈbælɒk
Bamako	ˌbæməˈkəʊ
terrier	ˈterɪə
Adjustment	əˈdʒʌstmənt
OIC	ˈəʊɪk
vocabularies	vəˈkæbjʊlərɪz
Vegetable	ˈvedʒɪtəb(ə)l
stratum	ˈstrɑːtəm
skunk	skʌŋk
tous	tuː
paw	pɔː
flurry	ˈflʌrɪ
Manufacturer	ˌmænjʊˈfæktʃərə
LeBlanc	ləˈblæŋk
Liv	ˈfɪftɪfɔː
recessive	rɪˈsesɪv
LIST	lɪst
Bayley	ˈbeɪlɪ
beset	bɪˈset
encircling	ɪnˈsɜːk(ə)lɪŋ
adage	ˈædɪdʒ
WVU	vuː
sported	ˈspɔːtɪd
Spray	spreɪ
distinctively	dɪˈstɪŋktɪvlɪ
sacraments	ˈsækrəmənts
Pest	pest
Multan	ˌmʊlˈtɑːn
cornice	ˈkɔːnɪs
abomination	əˌbɒmɪˈneɪʃ(ə)n
ransacked	ˈrænsækt
Gaffney	ˈɡæfnɪ
inked	ɪŋkt
galleys	ˈɡælɪz
seventeenth	ˌsev(ə)nˈtiːnθ
Producing	prəˈdjuːsɪŋ
Jewry	ˈdʒuːrɪ
bungled	ˈbʌŋɡ(ə)ld
Zeitgeist	tˈsaɪtˌɡaɪst
Coyne	kɔɪn
congregate	ˈkɒŋɡrɪɡeɪt
captioning	ˈkæpʃənɪŋ
Sandhurst	ˈsændhɜːst
Monde	mɑːnd
fruity	ˈfruːtɪ
sturgeon	ˈstɜːdʒ(ə)n
tempers	ˈtempəz
Headmaster	hedˈmɑːstə
stipulate	ˈstɪpjʊleɪt
staunchly	ˈstɔːntʃlɪ
Accurate	ˈækjərət
PEN	pen
vented	ˈventɪd
Conde	kɑːnd
cleans	kliːnz
Sponsored	ˈspɒnsəd
atoll	ˈætɒl
Battersea	ˈbætɜːsɪə
auxiliaries	ɔːɡˈzɪlɪərɪz
Vesta	ˈvestə
IOM	ɪəm
Carrera	kɑːˈrerə
turntable	ˈtɜːnteɪb(ə)l
Loyalists	ˈlɔɪəlɪsts
Mercado	məˈkɑːdəʊ
landmass	ˈlændˌmæs
Businessman	ˈbɪznəsmæn
cavern	ˈkæv(ə)n
Reiss	raɪs
Swartz	swɔːts
unattainable	ˌʌnəˈtaɪnəb(ə)l
Forgive	fəˈɡɪv
attenuated	əˈtenjʊeɪtɪd
Metric	ˈmetrɪk
WikiCup	ˈwɪkɪkʌp
Broderick	ˈbrɑːdərɪk
Vegetarian	ˌvedʒɪˈteərɪən
Piccolo	ˈpɪkələʊ
mobilisation	ˌməʊbɪlaɪˈzeɪʃ(ə)n
genotypes	ˈdʒenəʊtaɪps
cleft	kleft
amps	æmps
lingered	ˈlɪŋɡəd
redistribute	ˈriːdɪsˈtrɪbju(ː)t
hotly	ˈhɒtlɪ
amounting	əˈmaʊntɪŋ
Raider	ˈreɪdə
ensign	ˈensən
IronGargoyle	ˈaɪəŋɑːɡɔɪl
Pocock	ˈpɒkək
moor	mʊə
forte	ˈfɔːteɪ
pleases	ˈpliːzɪz
obsolescence	ˌɒbsəˈlesns
finishers	ˈfɪnɪʃəz
Pants	pænts
steeply	ˈstiːplɪ
SOPA	ˈsɒpə
corticosteroids	ˌkɔːtɪkɒˈsteˈrɔɪdz
Stanhope	ˈstænəp
radiance	ˈreɪdɪəns
stubbornness	ˈstʌbənnəs
Workman	ˈwɜːkmən
Mufti	ˈmʌftɪ
Tapes	teɪps
footpaths	ˈfʊtpɑːθs
reshaped	riːˈʃeɪpt
withered	ˈwɪðəd
Nats	næts
honeycomb	ˈhʌnɪkəʊm
Alexey	əˈleksɪ
Artie	ˈɑːtɪ
oligarch	ˈɒlɪɡɑːk
Rope	rəʊp
Ariana	ɑːrɪˈænə
copyedited	ˈkɒpjedɪtɪd
Pitbull	ˈpɪtbʊl
Unesco	juːˈneskəʊ
acquiescence	ˌækwɪˈesns
Roque	rɒk
retrospect	ˈretrəspekt
Harsh	hɑːʃ
Gilgamesh	ˈɡɪlɡɑːˌmeʃ
Runners	ˈrʌnəz
AGK	ækhk
Jazeera	ˈdʒɔːzɪ(ə)rə
lundi	ˈləndɪ
disheartening	dɪsˈhɑːt(ə)nɪŋ
overpayments	ˌəʊvəˈpeɪmənts
wether	ˈweðə
Dominick	ˈdɑːmənɪk
firings	ˈfaɪərɪŋz
Irpen	ˈɜːpən
Keogh	ˈkiːəʊ
Turku	ˈtʊəkuː
jitters	ˈdʒɪtəz
ElBaradei	ˈelˌbærəˌde
Lucinda	luːˈsɪndə
Causeway	ˈkɔːzweɪ
SMP	smp
dithering	ˈdɪðərɪŋ
autonomously	ɔːˈtɒnəməslɪ
irish	ˈaɪ(ə)rɪʃ
Gays	ɡeɪz
plausibly	ˈplɔːzəblɪ
Authorized	ˈɔːθəraɪzd
gaping	ˈɡeɪpɪŋ
antipathy	ænˈtɪpəθɪ
cruised	kruːzd
Profession	prəˈfeʃ(ə)n
Abilene	ˈæbəˌlɪn
Emissions	ɪˈmɪʃ(ə)nz
Disclaimer	dɪsˈkleɪmə
Rijeka	ˈrɪdʒiːkə
inevitability	ɪnˌevɪtəˈbɪlɪtɪ
ferment	fəˈment
trawler	ˈtrɔːlə
stateside	ˈsteɪtˈsaɪd
Broadcasters	ˈbrɔːdkɑːstəz
Caballero	ˌkæbəˈjerəʊ
fads	fædz
navigated	ˈnævɪɡeɪtɪd
loathed	ləʊðd
neutralized	ˈnjuːtrəlaɪzd
guff	ɡəf
Cobalt	ˈkəʊbɔːlt
hmmm	hm
mammograms	ˈmæmɒˌɡræmz
unfathomable	ʌnˈfæðəməb(ə)l
fathered	ˈfɑːðəd
rotunda	rəʊˈtʌndə
renames	ˌriːˈneɪmz
Nails	neɪlz
Kshatriya	ˈkʃætrɪə
Threatened	ˈθret(ə)nd
haughty	ˈhɔːtɪ
Alcatraz	ˈælkəˌtræz
Karadzic	kɑːˈrɑːdʒɪk
misjudged	ˌmɪsˈdʒʌdʒd
Aylesbury	ˈeɪlzbərɪ
proofread	ˈpruːfriːd
Inoue	ˌɪˈnɒe
TSN	tsn
Dalit	ˈdəˌlɪt
Roles	rəʊlz
dar	dɑː
fervently	ˈfɜːvəntlɪ
EVEN	ˈiːv(ə)n
sucrose	ˈsuːkrəʊz
Attempting	əˈtemptɪŋ
Tokugawa	tɒkuːˈɡaʊə
Pussy	ˈpʊsɪ
Asquith	ˈæˌskwɪθ
AAF	ɑːf
revolve	rɪˈvɒlv
linearly	ˈlɪnɪəlɪ
nuggets	ˈnʌɡɪts
Pettitte	ˈpeˌtɪt
CRP	krp
PDC	pdk
unconscionable	ʌnˈkɒnʃənəb(ə)l
wronged	rɒŋd
condoning	kənˈdəʊnɪŋ
stairwell	ˈsteəwel
Rutledge	ˈrətlɪdʒ
Seller	ˈselə
num	nəm
fluctuate	ˈflʌktʃʊeɪt
WHITE	waɪt
Walid	wɑːˈliːd
raven	ˈreɪv(ə)n
Tragic	ˈtrædʒɪk
Joss	dʒɒs
Density	ˈdensɪtɪ
paras	ˈpərəz
inbred	ˌɪnˈbred
clots	klɒts
Goodall	ˈɡʊˌdɒl
bullion	ˈbʊlɪən
Xian	ˈʃiːˈɑːn
Petar	ˌpɪˈtɑː
mL	ˈmɪlɪliːtəz
Syntax	ˈsɪntæks
Hg	ɡ
Perthshire	ˈpɜːθʃɪə
despotic	desˈpɒtɪk
Playa	ˈplaɪə
PRIMARY	ˈpraɪmərɪ
invisibility	ɪnˌvɪzəˈbɪlɪtɪ
Til	tɪl
Tent	tent
Parra	ˈpɑːrə
restlessness	ˈrestlɪsnəs
toggle	ˈtɒɡ(ə)l
Pacifica	pəˈsɪfɪkə
jetty	ˈdʒetɪ
MIS	ˌemaɪˈes
solidify	səˈlɪdɪfaɪ
Polaroid	ˈpəʊlərɔɪd
Tasks	tɑːsks
oxidized	ˈɒksɪdaɪzd
Piraeus	paɪˈriːəs
custodians	kʌˈstəʊdɪənz
Jaffe	ˈdʒæfɪ
CUP	kʌp
erred	ɜːd
escalates	ˈeskəleɪts
shillings	ˈʃɪlɪŋz
Carew	ˈkæruː
Beal	biːl
Velasco	veˈlɑːskəʊ
dismembered	dɪsˈmembəd
salamander	ˈsæləmændə
Caring	ˈkeərɪŋ
courtiers	ˈkɔːtɪəz
haplogroup	hæpˈlɒɡruːp
Madge	mædʒ
Amer	ˈeɪmə
wrench	rentʃ
Sephardic	səˈfɑːdɪk
Pao	ˈpɑːʊ
redesigning	ˌriːdɪˈzaɪnɪŋ
lieu	luː
workaround	ˈwɜːkəˌraʊnd
GAP	ɡæp
Tight	taɪt
Symonds	ˈsɪməndz
Johnathan	ˈdʒɑːnəθɑːn
Fahey	ˈfæhɪ
trampled	ˈtræmp(ə)ld
conversely	kənˈvɜːslɪ
Milestone	ˈmaɪlstəʊn
Lugnuts	ˈlʌɡnʌts
Capone	kəˈpəʊn
Ladbrokes	ˈlædˌbrəʊks
Glynn	ɡlɪn
Hewlett	ˈhjuːlet
parlour	ˈpɑːlə
Barbarians	bɑːˈbeərɪənz
sofas	ˈsəʊfəz
Herat	heˈrɑːt
Ogre	ˈəʊɡə
Ubisoft	ju(ː)ˈbɪsɒft
leverages	ˈlevərɪdʒɪz
TAP	tæp
Dax	dæks
Frick	frɪk
Moores	mʊəz
SRC	srk
Camry	ˈkæmrɪ
Villeneuve	ˈvɪlənuːv
Fearless	ˈfɪəlɪs
Expenses	ɪkˈspensɪz
sherry	ˈʃerɪ
Litvinenko	ˌlɪtˌvɪˈneŋkəʊ
Alstom	ˈɒlstəm
ascendancy	əˈsendənsɪ
Yugoslavian	ˌjuːɡəʊˈslɑːvɪən
Sharjah	ˈʃɑːdʒɑː
headcount	ˈhedkaʊnt
Perpetual	pəˈpetʃʊəl
caliph	ˈkeɪlɪf
Bourgeois	ˈbʊəʒwɑː
hyped	haɪpt
checkers	ˈtʃekəz
obstinate	ˈɒbstɪnət
multivariate	ˌmʌltaɪˈve(ə)rɪɪt
Plunkett	ˈpləŋket
interceptor	ˌɪntəˈseptə
disoriented	dɪsˈɔːrɪəntɪd
glorify	ˈɡlɔːrɪfaɪ
SAF	sæf
McDougall	məkˈduːɡəl
ERC	ɜːk
Mau	məʊ
unabated	ˌʌnəˈbeɪtɪd
opportunist	ˌɒpəˈtjuːnɪst
healthful	ˈhelθfəl
sim	sɪm
undeserved	ˌʌndɪˈzɜːvd
Dacre	ˈdekə
Lewinsky	luːˈɪnskɪ
duets	djuːˈets
Hiya	ˈhiːjə
Inglewood	ˈɪŋɡəˌlwʊd
Orville	ˈɔːˌvɪl
Braunschweig	ˈbrɔːnʃveɪɡ
sorrows	ˈsɒrəʊz
Gunter	ˈɡəntə
Srinagar	sˈriːnəˌɡɑː
Rasputin	rəˈspjuːtən
UPC	ʌpk
Macleod	məˈklaʊd
bo	bəʊ
Redeemer	rɪˈdiːmə
landline	ˈlændlaɪn
heals	hiːlz
inhibitory	ɪnˈhɪbɪt(ə)rɪ
weblog	ˈweblɒɡ
Elan	eɪˈlɒ~
benefitted	ˈbenɪfɪtɪd
Saddle	ˈsæd(ə)l
Militants	ˈmɪlɪtənts
Kursk	kʊəsk
leggings	ˈleɡɪŋz
exogenous	ekˈsɒdʒənəs
Sauce	sɔːs
Fundraising	ˈfənˌdresɪŋ
Bambi	ˈbæmbɪ
Cinematography	ˌsɪnəməˈtɒɡrəfɪ
Qwyrxian	ˈkwɪksɪən
eastwards	ˈiːstwədz
manmade	ˈmænˈmeɪd
belive	bɪˈlaɪv
Milly	ˈmɪlɪ
confidant	ˌkɒnfɪˈdænt
Modesto	mɒˈdestəʊ
Dungeon	ˈdʌndʒ(ə)n
severing	ˈsevərɪŋ
lambasted	læmˈbeɪstɪd
previewed	ˈpriːvjuːɪd
circumventing	ˌsɜːkəmˈventɪŋ
enlists	ɪnˈlɪsts
Jankovic	ˈdʒæŋkəvɪk
Rivals	ˈraɪvəlz
Thornhill	ˈθɔːnˌhɪl
Algonquin	ælˈɡɑːŋkwən
politicking	ˈpɒlɪtɪkɪŋ
backroom	ˈbækruːm
grossing	ˈɡrəʊsɪŋ
widest	ˈwaɪdɪst
Beltran	ˈbeltrən
Schuyler	ˈskaɪlə
creeds	kriːdz
kWh	ˈkeɪˈdəbəljuːˈeɪtʃ
babble	ˈbæb(ə)l
lash	læʃ
deductibles	dəˈdəktəbəlz
Eligibility	ˌelɪdʒəˈbɪlɪtɪ
smoothness	ˈsmuːðnəs
inclusionist	ɪnˈkluːʒənɪst
WPP	wpp
Prodigy	ˈprɒdɪdʒɪ
savory	ˈseɪv(ə)rɪ
Photographers	fəˈtɒɡrəfəz
tolerances	ˈtɒlərənsɪz
buffering	ˈbʌf(ə)rɪŋ
