,Word,Number_of_edges
20897,acetate,1
20898,angler,3
20899,resultant,4
20900,marches,12
20901,plain,31
20902,appearance,3
20903,promoter,3
20904,plait,1
20905,burred,6
20906,handwriting,3
20907,atomiser,4
20908,bicker,5
20909,unction,7
20910,aggressiveness,2
20911,watchful,2
20912,syrian,1
20913,richness,7
20914,administration,3
20915,finite,1
20916,frivolous,1
20917,injured,6
20918,tighten,3
20919,caesarean,3
20920,judgment,10
20921,tighter,1
20922,insure,5
20923,untouchable,2
20924,trotskyite,1
20925,landlubber,3
20926,alky,3
20927,thought,23
20928,straightness,1
20929,position,17
20930,salwar,1
20931,proximity,1
20932,executive,1
20933,domestic,1
20934,tough,23
20935,absorption,1
20936,somali,1
20937,crossroad,1
20938,quiddity,3
20939,monovalent,1
20940,czarina,2
20941,rumpled,10
20942,inviting,3
20943,arraign,8
20944,soft,14
20945,audible,1
20946,heel,3
20947,crawler,3
20948,awash,3
20949,alive,15
20950,ostracism,1
20951,abolitionist,1
20952,convey,10
20953,kilobit,1
20954,stuffy,2
20955,ecclesiastic,3
20956,highlighting,2
20957,corpse,2
20958,bifurcated,1
20959,economical,4
20960,transmitted,13
20961,wraith,2
20962,chains,5
20963,hose,2
20964,histologic,1
20965,buttoned,1
20966,host,4
20967,expire,1
20968,whacky,2
20969,preventative,8
20970,fussiness,3
20971,noisy,1
20972,conviviality,2
20973,beaked,3
20974,discard,4
20975,addendum,1
20976,sintered,1
20977,chronic,2
20978,guard,6
20979,adolescent,7
20980,buckle,3
20981,utopian,1
20982,introvert,1
20983,maze,3
20984,relishing,6
20985,ivory,1
20986,bobble,13
20987,enchantment,4
20988,brand,8
20989,amity,1
20990,congruity,1
20991,plague,10
20992,brant,1
20993,editing,3
20994,strident,9
20995,genitals,2
20996,glory,6
20997,dangerous,12
20998,skylark,2
20999,leech,3
21000,cosiness,1
21001,pin,2
21002,crusade,1
21003,shooting,21
21004,berating,11
21005,surreal,3
21006,sewer,2
21007,motored,3
21008,stimulant,3
21009,uttermost,2
21010,praiseful,1
21011,desecration,2
21012,quilting,1
21013,insupportable,3
21014,enlargement,2
21015,ecological,1
21016,prevalent,2
21017,bulwark,4
21018,yell,3
21019,pithiness,1
21020,sweetening,3
21021,sleek,6
21022,sleep,2
21023,upchuck,1
21024,feeding,9
21025,brackish,1
21026,patched,3
21027,regrets,3
21028,merchant,1
21029,convening,2
21030,lure,3
21031,risk,5
21032,rise,26
21033,lurk,3
21034,amorphous,3
21035,fireplace,1
21036,withers,4
21037,venue,1
21038,flashy,12
21039,guiding,14
21040,enclosing,10
21041,venus,1
21042,cloudiness,2
21043,infancy,1
21044,razed,4
21045,surrounding,12
21046,scrutinize,2
21047,louder,2
21048,expressive,1
21049,christ,5
21050,sulphurous,3
21051,shattered,2
21052,obviating,7
21053,socialize,1
21054,transistorized,1
21055,humility,2
21056,distinctness,4
21057,changed,12
21058,jogging,3
21059,changer,1
21060,bloomer,6
21061,blowtorch,2
21062,anyhow,2
21063,ebony,1
21064,scaffolding,1
21065,idyll,2
21066,logician,1
21067,wordplay,1
21068,mush,5
21069,preconditioned,1
21070,naive,2
21071,phony,5
21072,muse,7
21073,phone,1
21074,pouch,2
21075,must,1
21076,anglerfish,1
21077,daft,10
21078,potage,1
21079,fortress,1
21080,decorative,1
21081,inscription,4
21082,loaning,2
21083,scheduling,1
21084,woodpecker,1
21085,guarantee,9
21086,bung,1
21087,bunk,6
21088,globular,3
21089,buns,5
21090,bunt,1
21091,adjacent,13
21092,gate,1
21093,widespread,1
21094,poker,1
21095,pokey,8
21096,whittle,1
21097,noticeability,1
21098,preconception,1
21099,burly,1
21100,rummy,3
21101,systematization,3
21102,acknowledged,7
21103,hypnotic,5
21104,daredevil,4
21105,correlation,1
21106,rastas,2
21107,executed,6
21108,interpretation,4
21109,sprout,1
21110,univocal,2
21111,reorient,1
21112,sickly,6
21113,receptiveness,2
21114,carnal,1
21115,talkative,3
21116,digest,6
21117,outsized,2
21118,destroyer,2
21119,writing,8
21120,destroyed,5
21121,stifling,13
21122,eelpout,2
21123,divinity,1
21124,gloom,1
21125,netherlands,2
21126,vigilantly,1
21127,explode,1
21128,capricious,2
21129,muscularity,5
21130,prohibit,9
21131,broker,3
21132,constipation,2
21133,mapmaking,1
21134,tinting,3
21135,dispiriting,5
21136,beefburger,1
21137,truant,1
21138,clothe,2
21139,driving,10
21140,hellenistic,1
21141,idolised,5
21142,collaborationist,1
21143,perception,1
21144,tierce,2
21145,bottommost,2
21146,free,22
21147,formation,3
21148,rain,3
21149,superimpose,1
21150,fret,9
21151,harpist,1
21152,anthropomorphic,2
21153,tympanum,3
21154,horseshit,2
21155,explicate,1
21156,recite,6
21157,bushwhack,2
21158,philosophical,1
21159,discomposed,4
21160,scissors,1
21161,excommunication,1
21162,mercury,2
21163,militance,1
21164,sheikdom,1
21165,pabulum,2
21166,watchmaker,1
21167,overact,1
21168,percentage,1
21169,clinch,3
21170,centered,6
21171,nominate,2
21172,vertu,1
21173,countess,11
21174,abstinent,1
21175,raj,1
21176,adorability,1
21177,raw,4
21178,rap,1
21179,unaffected,3
21180,relatively,1
21181,laugher,1
21182,relapse,5
21183,isolated,8
21184,educator,2
21185,rider,1
21186,tibia,1
21187,plutonic,1
21188,inexcusably,2
21189,glom,1
21190,glob,2
21191,audition,1
21192,swampy,1
21193,chigger,1
21194,commanding,7
21195,philosophic,1
21196,parting,8
21197,glow,2
21198,moolah,2
21199,constancy,1
21200,partition,5
21201,metal,1
21202,freeway,4
21203,curio,4
21204,pope,1
21205,queen,8
21206,queer,48
21207,sonography,3
21208,feminization,1
21209,commence,1
21210,scripture,1
21211,axiom,1
21212,kindling,12
21213,crudity,2
21214,clopping,5
21215,tammy,1
21216,pomposity,2
21217,reconstruct,6
21218,collusion,1
21219,licking,11
21220,enfranchised,1
21221,deanship,1
21222,sporadic,2
21223,thralldom,1
21224,paternal,2
21225,startle,3
21226,thighbone,1
21227,crossly,1
21228,liaise,1
21229,positron,1
21230,oxidation,2
21231,devout,5
21232,faced,5
21233,abasement,1
21234,tattle,7
21235,tediousness,2
21236,evisceration,1
21237,vexed,28
21238,confide,2
21239,betting,7
21240,comical,3
21241,bingo,2
21242,bathroom,2
21243,lazaret,1
21244,incomparable,1
21245,binge,9
21246,confident,3
21247,pallas,1
21248,fleeting,8
21249,affixed,3
21250,craft,7
21251,catch,40
21252,play,29
21253,redaction,1
21254,hyperactive,1
21255,smartness,4
21256,cracker,3
21257,inviolable,6
21258,luxuriate,1
21259,chuffed,3
21260,parched,4
21261,watercourse,1
21262,penultimate,1
21263,cracked,19
21264,precede,2
21265,lasciviously,1
21266,punctuality,1
21267,furled,2
21268,foursome,3
21269,esquire,1
21270,welsh,3
21271,afraid,1
21272,molting,5
21273,workings,24
21274,turkmen,1
21275,hearth,1
21276,incredulity,2
21277,hearty,4
21278,hearts,25
21279,worthier,1
21280,torah,2
21281,calendrical,1
21282,cape,2
21283,guidepost,2
21284,pitiful,21
21285,erratically,1
21286,submissive,4
21287,aubergine,1
21288,casting,37
21289,advancer,3
21290,rubicund,2
21291,vulture,3
21292,bungling,17
21293,incontrovertible,1
21294,scruple,1
21295,advanced,14
21296,bewhiskered,3
21297,gifted,8
21298,fisticuffs,2
21299,mindlessness,4
21300,unsuspecting,1
21301,informative,3
21302,willowy,1
21303,serbian,1
21304,diaphanous,2
21305,charabanc,3
21306,advertise,2
21307,intellect,2
21308,dirtying,3
21309,fingerprinting,1
21310,ubiquity,2
21311,jalopy,1
21312,roadless,3
21313,convict,1
21314,booking,4
21315,esophagitis,1
21316,jejune,3
21317,hobgoblin,1
21318,littoral,2
21319,erotica,1
21320,plat,2
21321,cesspit,2
21322,yoghurt,1
21323,coiled,5
21324,cental,1
21325,twitch,1
21326,curry,1
21327,respondent,2
21328,presence,2
21329,puzzle,10
21330,ephemera,1
21331,two,1
21332,entrepreneur,1
21333,unbeknown,1
21334,finely,2
21335,coastal,1
21336,fairyland,2
21337,hieroglyphic,2
21338,abysmal,1
21339,visitation,2
21340,sustained,14
21341,removed,8
21342,luxuriant,8
21343,admiration,3
21344,muster,1
21345,paediatrics,1
21346,starchy,1
21347,trim,15
21348,trio,6
21349,believably,2
21350,trig,1
21351,despotism,3
21352,whiskered,2
21353,check,44
21354,upheaval,5
21355,tip,12
21356,unrivaled,1
21357,despising,4
21358,luscious,2
21359,wellhead,1
21360,tie,3
21361,vanished,4
21362,depot,2
21363,eternity,2
21364,perversity,1
21365,propelling,8
21366,thorax,2
21367,younger,7
21368,longer,7
21369,seascape,1
21370,ineluctable,2
21371,ineluctably,1
21372,serious,4
21373,unprincipled,1
21374,premeditated,1
21375,hardheaded,1
21376,remarkable,3
21377,recidivist,1
21378,dumas,1
21379,snip,4
21380,disfavor,2
21381,computation,2
21382,remarkably,4
21383,abhorrent,1
21384,unapproachable,2
21385,leathered,2
21386,appoggiatura,1
21387,waylay,1
21388,comfortingly,1
21389,brother,4
21390,brothel,2
21391,pensionary,1
21392,recall,8
21393,quick,20
21394,svelte,6
21395,slower,12
21396,aliphatic,1
21397,comforting,9
21398,hymn,3
21399,orthodontics,1
21400,stressful,1
21401,unripe,1
21402,contracted,18
21403,servility,1
21404,scads,2
21405,lhasa,1
21406,autoloading,1
21407,reply,3
21408,alkaline,2
21409,fluky,2
21410,water,4
21411,attainment,3
21412,fluke,2
21413,crippled,5
21414,hoarse,1
21415,supplying,6
21416,bygone,1
21417,catnap,1
21418,blotch,3
21419,sixties,1
21420,drogue,2
21421,resonance,5
21422,potable,3
21423,automaton,4
21424,navigation,2
21425,gorgeously,1
21426,sleuth,1
21427,expletive,2
21428,justiciary,1
21429,mendaciously,1
21430,transferrable,3
21431,wrecking,3
21432,confounded,7
21433,autarchy,1
21434,ravage,4
21435,frothy,3
21436,memory,8
21437,australian,1
21438,dowse,3
21439,delusion,5
21440,unwarranted,4
21441,dismay,8
21442,conductor,1
21443,sessions,3
21444,cashier,1
21445,drown,2
21446,dismal,5
21447,mescaline,1
21448,sequoia,1
21449,chitterlings,1
21450,modified,4
21451,ferry,2
21452,modifier,1
21453,streak,2
21454,viceroy,1
21455,trump,3
21456,stream,6
21457,distillation,1
21458,expectant,5
21459,haploid,1
21460,inheritance,1
21461,decolonize,1
21462,endorsement,5
21463,bleary,1
21464,securer,10
21465,crabbiness,1
21466,levy,2
21467,diagnosing,2
21468,marbling,1
21469,heartbreaking,1
21470,floral,1
21471,renovation,3
21472,classroom,1
21473,summoning,8
21474,amuse,3
21475,purification,2
21476,synesthetic,1
21477,branched,8
21478,lagoon,3
21479,exclusive,2
21480,acts,13
21481,dopy,4
21482,blare,1
21483,pallium,1
21484,swank,7
21485,threepenny,1
21486,organisation,5
21487,swearword,1
21488,chalice,1
21489,pyridoxine,2
21490,whirlpool,3
21491,piebald,2
21492,condescendingly,2
21493,advent,2
21494,doxy,1
21495,realistic,1
21496,persian,3
21497,solvent,6
21498,authenticity,2
21499,distributor,2
21500,sunrise,7
21501,hysteria,2
21502,exclamation,1
21503,middleman,4
21504,factory,2
21505,ruck,1
21506,bumptiousness,2
21507,maneuver,10
21508,attendee,1
21509,attended,6
21510,hulk,3
21511,unfriendly,1
21512,attender,4
21513,piggish,3
21514,hobble,2
21515,sophistication,6
21516,accommodation,2
21517,flare,3
21518,bisexuality,2
21519,motion,12
21520,reproval,2
21521,gusty,1
21522,weakling,1
21523,discontinued,5
21524,programing,3
21525,suspend,1
21526,wastebin,1
21527,surviving,8
21528,symbolic,2
21529,merrily,3
21530,enrollment,2
21531,molded,13
21532,trillion,3
21533,haggle,4
21534,plastic,2
21535,molder,1
21536,white,19
21537,unobtainable,1
21538,reverie,3
21539,season,4
21540,cytological,1
21541,screwing,12
21542,articulately,1
21543,wide,11
21544,deserter,2
21545,sassing,1
21546,invagination,1
21547,poisoning,2
21548,marines,2
21549,mariner,3
21550,generality,2
21551,pompousness,1
21552,impingement,3
21553,episcopal,2
21554,tanning,3
21555,ulema,1
21556,prosperity,1
21557,conversion,3
21558,acclimatize,2
21559,paraphrase,3
21560,agilely,1
21561,tornado,1
21562,boiling,7
21563,consignment,8
21564,multiply,3
21565,warier,1
21566,rascality,6
21567,koran,2
21568,readjust,1
21569,senior,4
21570,shrieking,4
21571,detective,1
21572,slops,14
21573,hack,6
21574,featherbed,5
21575,fulsome,3
21576,obstinacy,2
21577,woof,1
21578,fickle,3
21579,wood,4
21580,wool,1
21581,dreaded,7
21582,crimper,1
21583,subjugated,6
21584,lighted,8
21585,viewpoint,1
21586,lighten,2
21587,fixedness,2
21588,lighter,24
21589,savoury,3
21590,rejuvenation,1
21591,aluminum,1
21592,topnotch,1
21593,naked,4
21594,unlicensed,1
21595,ignored,7
21596,uneconomical,1
21597,pellucid,2
21598,parking,1
21599,professed,4
21600,encouraged,5
21601,suffer,5
21602,inhibitory,2
21603,mortgage,2
21604,ways,10
21605,review,12
21606,toying,4
21607,unappealing,1
21608,arrival,3
21609,multiplied,5
21610,thunderstruck,1
21611,fearless,7
21612,straitlaced,1
21613,inseparable,1
21614,fiddling,14
21615,overcharge,2
21616,unusually,3
21617,compositor,2
21618,comb,5
21619,come,7
21620,forfend,1
21621,reaction,1
21622,superstar,1
21623,fissure,2
21624,columnist,1
21625,reverberation,1
21626,hypothesis,8
21627,ungentle,1
21628,utterance,1
21629,provocation,2
21630,swaggering,19
21631,continuation,4
21632,graveness,4
21633,antisatellite,1
21634,bizarre,9
21635,fulvous,1
21636,confusable,1
21637,mistiming,2
21638,logogram,1
21639,hobo,1
21640,peaceful,2
21641,microscopic,1
21642,umpire,1
21643,enraptured,10
21644,followup,2
21645,infective,2
21646,remissness,1
21647,hernia,1
21648,attentive,1
21649,stabling,1
21650,rhymer,1
21651,refractory,1
21652,rhymed,3
21653,carpentry,2
21654,meperidine,1
21655,palliate,9
21656,depersonalize,2
21657,telephone,1
21658,dissident,6
21659,unsounded,3
21660,vivid,4
21661,locking,7
21662,isle,1
21663,hermit,1
21664,twosome,3
21665,vocalism,1
21666,mockery,8
21667,vocalise,1
21668,muffled,10
21669,disadvantaged,3
21670,drivel,2
21671,canister,1
21672,muffler,1
21673,longing,4
21674,inhalation,3
21675,minimize,6
21676,caressing,10
21677,demineralization,1
21678,foyer,2
21679,estuarine,1
21680,flakey,3
21681,sessile,1
21682,tweedy,3
21683,disloyal,2
21684,chador,1
21685,bareness,3
21686,violent,9
21687,kill,10
21688,blow,40
21689,blot,7
21690,gentleness,1
21691,hint,1
21692,dumbfounding,13
21693,sampler,1
21694,antitumour,1
21695,geriatrics,1
21696,compartmentalisation,1
21697,particle,14
21698,aqueous,1
21699,oddly,4
21700,deduct,2
21701,ashen,1
21702,perspiration,2
21703,deduce,1
21704,ibuprofen,1
21705,intact,2
21706,pulmonary,2
21707,slice,2
21708,renounce,19
21709,unregenerate,1
21710,slick,12
21711,jiggle,1
21712,severed,1
21713,metropolis,2
21714,itching,2
21715,voracious,1
21716,arrivederci,4
21717,fantasize,1
21718,gimcrack,5
21719,baffled,25
21720,tiddly,1
21721,determine,2
21722,feudal,1
21723,pharmaceutics,2
21724,ferric,1
21725,inkstand,1
21726,hoarding,7
21727,disposed,9
21728,christianity,1
21729,dispersion,5
21730,unspoken,6
21731,expatriate,2
21732,valley,5
21733,fish,1
21734,gibe,3
21735,vested,4
21736,fundamentals,3
21737,tranquility,2
21738,baronial,1
21739,betoken,4
21740,cabinet,2
21741,pulverization,3
21742,lonesomeness,1
21743,sleazy,3
21744,toilet,9
21745,podiatry,1
21746,cinema,1
21747,frighten,11
21748,contributory,1
21749,trundle,1
21750,incorrect,4
21751,abyss,3
21752,fiddler,1
21753,erecting,4
21754,rubber,6
21755,trash,6
21756,stalwart,4
21757,preoccupation,2
21758,requested,3
21759,championship,1
21760,separate,22
21761,symbol,1
21762,whiskers,3
21763,stocky,1
21764,stocks,24
21765,hereunder,1
21766,booked,3
21767,applause,1
21768,exhausting,14
21769,lace,8
21770,embolism,1
21771,lack,2
21772,executing,6
21773,lacy,5
21774,synthetic,3
21775,insensate,1
21776,lining,6
21777,sparkling,11
21778,urea,1
21779,chameleon,1
21780,far,1
21781,fat,3
21782,heme,2
21783,coursing,3
21784,reordering,1
21785,dapper,4
21786,misspelling,1
21787,ranting,3
21788,prolonged,6
21789,afeard,1
21790,dexterity,7
21791,airfoil,1
21792,fluorspar,1
21793,resettled,1
21794,aptly,2
21795,imported,2
21796,whimper,4
21797,anniversary,1
21798,scowling,1
21799,conciliator,1
21800,skidder,1
21801,relaxation,5
21802,raggedly,1
21803,observing,16
21804,weaning,1
21805,miniature,1
21806,runoff,2
21807,hump,2
21808,tightness,7
21809,unrecoverable,1
21810,vertebral,1
21811,aberrant,2
21812,wield,3
21813,shite,1
21814,cantata,1
21815,archpriest,2
21816,branded,8
21817,ladybug,1
21818,crested,3
21819,waxed,4
21820,stutter,1
21821,domination,2
21822,unclogged,1
21823,stick,23
21824,oleaginous,4
21825,undreamed,2
21826,berth,8
21827,unblemished,2
21828,trappings,2
21829,unembellished,1
21830,erratum,1
21831,shielded,4
21832,depreciative,3
21833,lightsome,1
21834,plagiarist,1
21835,psychoanalytic,1
21836,challenging,4
21837,untempered,1
21838,sunscreen,1
21839,backpacking,2
21840,khakis,1
21841,peregrine,1
21842,speeding,7
21843,rapaciousness,1
21844,mould,2
21845,simplicity,1
21846,ltte,1
21847,reflect,3
21848,replete,3
21849,penitentiary,1
21850,liability,1
21851,misanthropic,1
21852,beatification,2
21853,nonchalantly,2
21854,departure,8
21855,groundless,1
21856,headlight,1
21857,disabled,7
21858,littler,14
21859,inward,2
21860,prodigy,3
21861,conformist,1
21862,abeyant,1
21863,return,29
21864,beekeeper,1
21865,milestone,2
21866,accumulate,3
21867,refresh,1
21868,malfunction,1
21869,permeation,2
21870,needless,3
21871,generation,6
21872,beneficent,3
21873,fixture,6
21874,xanthophyll,1
21875,inflict,2
21876,sestet,4
21877,dugout,1
21878,bellicose,1
21879,craving,5
21880,fiber,3
21881,unengaged,1
21882,combed,3
21883,enveloping,4
21884,blister,1
21885,discriminating,8
21886,thread,3
21887,threat,1
21888,relate,5
21889,churning,7
21890,fancy,27
21891,plummet,1
21892,unredeemed,1
21893,passer,1
21894,breathless,3
21895,script,1
21896,leash,13
21897,shilling,1
21898,scallion,1
21899,doomsday,1
21900,pitted,6
21901,syrup,1
21902,finances,1
21903,passel,1
21904,imperfect,1
21905,option,1
21906,relieved,18
21907,exploded,3
21908,treasurer,1
21909,vindication,1
21910,convinced,2
21911,throttle,8
21912,double,16
21913,stall,7
21914,stalk,7
21915,reclaim,1
21916,stale,2
21917,cleaner,14
21918,pillaging,7
21919,decadent,1
21920,depleted,3
21921,squinty,1
21922,gall,7
21923,remodel,3
21924,cropped,12
21925,voraciousness,2
21926,hurling,6
21927,citole,1
21928,buff,7
21929,plagiarization,1
21930,queasiness,2
21931,deceivingly,1
21932,reach,17
21933,react,3
21934,miserly,1
21935,machete,1
21936,polyethylene,1
21937,unprepossessing,1
21938,windows,2
21939,doggie,2
21940,bugaboo,2
21941,artemis,1
21942,countable,3
21943,dynamometer,1
21944,hindrance,6
21945,pizzazz,3
21946,wayside,1
21947,allocable,1
21948,denatured,1
21949,obstructed,9
21950,unwrapped,8
21951,font,3
21952,chieftaincy,1
21953,anvil,1
21954,reconnoiter,1
21955,collectivized,3
21956,mailbag,1
21957,sacking,7
21958,hit,1
21959,babble,22
21960,sauciness,1
21961,whistle,1
21962,longest,7
21963,instinctive,1
21964,glossiness,1
21965,untying,5
21966,insensible,2
21967,bars,16
21968,stump,3
21969,dump,4
21970,collateral,11
21971,intelligence,3
21972,barb,4
21973,bare,21
21974,bard,1
21975,barf,4
21976,explosion,3
21977,bark,2
21978,indigenousness,2
21979,glistening,9
21980,distinctive,2
21981,drooping,11
21982,various,4
21983,consecutive,4
21984,psychometry,1
21985,drachm,2
21986,opposition,4
21987,orphanage,1
21988,riddled,8
21989,fraternity,2
21990,enchained,1
21991,stigmatization,2
21992,clashing,2
21993,improper,4
21994,incandescent,1
21995,novelette,1
21996,untracked,1
21997,acrid,1
21998,wisteria,1
21999,rubbery,2
22000,overlook,4
22001,whop,3
22002,reduction,4
22003,debasing,17
22004,strikebreaker,1
22005,heighten,2
22006,bodge,2
22007,behavior,14
22008,identical,3
22009,lodger,1
22010,gastronomic,1
22011,ecstasy,3
